""日"",""名詞"",""び"",""known""
""上"",""名詞"",""上"",""known""
""物"",""名詞"",""物"",""known""
""内"",""名詞"",""内"",""known""
""前"",""名詞"",""前"",""known""
""中"",""名詞"",""中"",""known""
""年"",""名詞"",""年"",""known""
""度"",""名詞"",""ど"",""known""
""間"",""名詞"",""間"",""known""
""時"",""名詞"",""時"",""known""
""時"",""名詞"",""じ"",""known""
""手"",""名詞"",""手"",""known""
""台"",""名詞"",""台"",""known""
""回"",""名詞"",""回"",""known""
""年"",""名詞"",""年"",""known""
""日"",""名詞"",""日"",""known""
""月"",""名詞"",""月"",""known""
""階"",""名詞"",""階"",""known""
""体"",""名詞"",""体"",""known""
""月"",""名詞"",""月"",""known""
""方"",""名詞"",""方"",""known""
""分"",""名詞"",""分"",""known""
""円-助数詞"",""名詞"",""円"",""known""
""居る"",""動詞"",""い"",""known""
""居る"",""動詞"",""い"",""known""
""見る"",""動詞"",""見"",""known""
""為る"",""動詞"",""さ"",""known""
""為る"",""動詞"",""せ"",""known""
""為る"",""動詞"",""し"",""known""
""為る"",""動詞"",""す"",""known""
""来る"",""動詞"",""き"",""known""
""来る"",""動詞"",""来"",""known""
""で"",""接続詞"",""て"",""known""
""で"",""接続詞"",""で"",""known""
""御"",""接頭辞"",""ご"",""known""
""御"",""接頭辞"",""お"",""known""
""何"",""代名詞"",""何"",""known""
""各"",""接頭辞"",""各"",""known""
""新"",""接頭辞"",""新"",""known""
""小"",""接頭辞"",""小"",""known""
""中"",""接頭辞"",""中"",""known""
""私-代名詞"",""代名詞"",""私"",""known""
""だ"",""助動詞"",""に"",""known""
""た"",""助動詞"",""た"",""known""
""た"",""助動詞"",""た"",""known""
""や"",""助動詞"",""や"",""known""
""だ"",""助動詞"",""で"",""known""
""だ"",""助動詞"",""だ"",""known""
""だ"",""助動詞"",""な"",""known""
""ず"",""助動詞"",""ぬ"",""known""
""ず"",""助動詞"",""ん"",""known""
""てる"",""助動詞"",""て"",""known""
""せる"",""助動詞"",""せ"",""known""
""れる"",""助動詞"",""ん"",""known""
""き"",""助動詞"",""き"",""known""
""ふ"",""感動詞"",""ふ"",""known""
""嫌"",""形状詞"",""や"",""known""
""いや"",""感動詞"",""や"",""known""
""えっ"",""感動詞"",""え"",""known""
""あっ"",""感動詞"",""あ"",""known""
""ひい"",""感動詞"",""ひ"",""known""
""おっ"",""感動詞"",""お"",""known""
""んっ"",""感動詞"",""ん"",""known""
""はあ"",""感動詞"",""は"",""known""
""目"",""接尾辞"",""目"",""known""
""屋"",""接尾辞"",""や"",""known""
""御"",""接尾辞"",""ご"",""known""
""師"",""接尾辞"",""じ"",""known""
""人"",""接尾辞"",""人"",""known""
""店"",""接尾辞"",""店"",""known""
""員"",""接尾辞"",""員"",""known""
""人"",""接尾辞"",""人"",""known""
""方"",""接尾辞"",""方"",""known""
""っこ"",""接尾辞"",""こ"",""known""
""個"",""接尾辞"",""個"",""known""
""つ"",""接尾辞"",""つ"",""known""
""日"",""接尾辞"",""日"",""known""
""枚"",""接尾辞"",""枚"",""known""
""歳"",""接尾辞"",""歳"",""known""
""んー"",""感動詞"",""ん"",""known""
""えー"",""感動詞"",""え"",""known""
""あー"",""感動詞"",""あ"",""known""
""いー"",""感動詞"",""い"",""known""
""まー"",""感動詞"",""ま"",""known""
""良い"",""形容詞"",""い"",""known""
""～"",""補助記号"",""～"",""known""
""！"",""補助記号"",""！"",""known""
""："",""補助記号"",""："",""known""
""？"",""補助記号"",""？"",""known""
""ー"",""補助記号"",""ー"",""known""
""、"",""補助記号"",""、"",""known""
""。"",""補助記号"",""。"",""known""
""「"",""補助記号"",""「"",""known""
""」"",""補助記号"",""」"",""known""
""又"",""副詞"",""また"",""known""
""豈"",""副詞"",""あに"",""known""
""もう"",""副詞"",""もう"",""known""
""こう"",""副詞"",""こう"",""known""
""ぶっ"",""副詞"",""ぶっ"",""known""
""すう"",""副詞"",""すう"",""known""
""若し"",""副詞"",""もし"",""known""
""良く"",""副詞"",""よく"",""known""
""斯く"",""副詞"",""かく"",""known""
""直ぐ"",""副詞"",""すぐ"",""known""
""是非"",""副詞"",""ぜひ"",""known""
""そう"",""副詞"",""そう"",""known""
""ちん"",""副詞"",""ちん"",""known""
""でん"",""副詞"",""でん"",""known""
""くう"",""副詞"",""くう"",""known""
""どう"",""副詞"",""どう"",""known""
""はた"",""副詞"",""はた"",""known""
""ばん"",""副詞"",""ばん"",""known""
""ぶつ"",""副詞"",""ぶつ"",""known""
""先ず"",""副詞"",""まず"",""known""
""未だ"",""副詞"",""まだ"",""known""
""きん"",""副詞"",""きん"",""known""
""どく"",""副詞"",""どく"",""known""
""ちか"",""副詞"",""ちか"",""known""
""ごし"",""副詞"",""ごし"",""known""
""うる"",""副詞"",""うる"",""known""
""ごさ"",""副詞"",""ごさ"",""known""
""少し"",""副詞"",""少し"",""known""
""しゅっ"",""副詞"",""しゅ"",""known""
""一番"",""副詞"",""一番"",""known""
""八"",""名詞"",""よう"",""known""
""零"",""名詞"",""れい"",""known""
""幾"",""名詞"",""いく"",""known""
""一"",""名詞"",""いち"",""known""
""六"",""名詞"",""ろく"",""known""
""八"",""名詞"",""はち"",""known""
""ゼロ-zero"",""名詞"",""ゼロ"",""known""
""着く"",""動詞"",""着き"",""known""
""着く"",""動詞"",""着く"",""known""
""押す"",""動詞"",""おし"",""known""
""押す"",""動詞"",""おす"",""known""
""聞く"",""動詞"",""きき"",""known""
""聞く"",""動詞"",""聞き"",""known""
""聞く"",""動詞"",""聞く"",""known""
""知る"",""動詞"",""しり"",""known""
""要る"",""動詞"",""いり"",""known""
""呼ぶ"",""動詞"",""よび"",""known""
""呼ぶ"",""動詞"",""よぶ"",""known""
""因る"",""動詞"",""より"",""known""
""因る"",""動詞"",""よる"",""known""
""利く"",""動詞"",""きく"",""known""
""消す"",""動詞"",""けし"",""known""
""消す"",""動詞"",""けす"",""known""
""擤む"",""動詞"",""かみ"",""known""
""空く"",""動詞"",""すき"",""known""
""空く"",""動詞"",""すく"",""known""
""足る"",""動詞"",""たり"",""known""
""乗る"",""動詞"",""のり"",""known""
""乗る"",""動詞"",""のる"",""known""
""履く"",""動詞"",""はき"",""known""
""拭く"",""動詞"",""ふく"",""known""
""売る"",""動詞"",""うり"",""known""
""持つ"",""動詞"",""もち"",""known""
""持つ"",""動詞"",""もつ"",""known""
""読む"",""動詞"",""読み"",""known""
""読む"",""動詞"",""読む"",""known""
""於く"",""動詞"",""おき"",""known""
""掻く"",""動詞"",""かき"",""known""
""書く"",""動詞"",""書き"",""known""
""書く"",""動詞"",""書く"",""known""
""放る"",""動詞"",""ひる"",""known""
""勝つ"",""動詞"",""かち"",""known""
""噛む"",""動詞"",""かみ"",""known""
""済む"",""動詞"",""すみ"",""known""
""済む"",""動詞"",""すむ"",""known""
""経つ"",""動詞"",""たち"",""known""
""経つ"",""動詞"",""たつ"",""known""
""脱ぐ"",""動詞"",""ぬぎ"",""known""
""脱ぐ"",""動詞"",""ぬぐ"",""known""
""飲む"",""動詞"",""飲み"",""known""
""飲む"",""動詞"",""飲む"",""known""
""待つ"",""動詞"",""まち"",""known""
""待つ"",""動詞"",""待ち"",""known""
""待つ"",""動詞"",""待つ"",""known""
""貸す"",""動詞"",""かし"",""known""
""振る"",""動詞"",""ふり"",""known""
""振る"",""動詞"",""ふる"",""known""
""立つ"",""動詞"",""立つ"",""known""
""取る"",""動詞"",""とり"",""known""
""取る"",""動詞"",""とる"",""known""
""引く-他動詞"",""動詞"",""ひき"",""known""
""引く-他動詞"",""動詞"",""ひく"",""known""
""返る"",""動詞"",""帰り"",""known""
""返る"",""動詞"",""帰る"",""known""
""休む"",""動詞"",""休み"",""known""
""休む"",""動詞"",""休む"",""known""
""話す"",""動詞"",""話し"",""known""
""話す"",""動詞"",""話す"",""known""
""入る"",""動詞"",""入ら"",""known""
""入る"",""動詞"",""入り"",""known""
""入る"",""動詞"",""入る"",""known""
""つく"",""動詞"",""つい"",""known""
""聞く"",""動詞"",""聞い"",""known""
""知る"",""動詞"",""しっ"",""known""
""乗る"",""動詞"",""のっ"",""known""
""持つ"",""動詞"",""もっ"",""known""
""読む"",""動詞"",""読ん"",""known""
""於く"",""動詞"",""おい"",""known""
""掻く"",""動詞"",""かい"",""known""
""書く"",""動詞"",""書い"",""known""
""済む"",""動詞"",""すん"",""known""
""飲む"",""動詞"",""飲ん"",""known""
""食む"",""動詞"",""はん"",""known""
""打つ"",""動詞"",""うっ"",""known""
""立つ"",""動詞"",""立っ"",""known""
""取る"",""動詞"",""とっ"",""known""
""引く-他動詞"",""動詞"",""ひい"",""known""
""言う"",""動詞"",""いわ"",""known""
""言う"",""動詞"",""言い"",""known""
""買う"",""動詞"",""買い"",""known""
""買う"",""動詞"",""買う"",""known""
""言う"",""動詞"",""言う"",""known""
""吸う"",""動詞"",""すわ"",""known""
""会う"",""動詞"",""会い"",""known""
""会う"",""動詞"",""会う"",""known""
""使う"",""動詞"",""使い"",""known""
""言う"",""動詞"",""言っ"",""known""
""寝る"",""動詞"",""ねる"",""known""
""出る"",""動詞"",""出る"",""known""
""止める"",""動詞"",""やめ"",""known""
""開ける"",""動詞"",""あけ"",""known""
""開ける"",""動詞"",""あけ"",""known""
""変える"",""動詞"",""かえ"",""known""
""借りる"",""動詞"",""かり"",""known""
""浴びる"",""動詞"",""あび"",""known""
""捨てる"",""動詞"",""すて"",""known""
""連れる"",""動詞"",""つれ"",""known""
""入れる"",""動詞"",""入れ"",""known""
""止める"",""動詞"",""とめ"",""known""
""負ける"",""動詞"",""まけ"",""known""
""締める"",""動詞"",""しめ"",""known""
""食べる"",""動詞"",""食べ"",""known""
""知れる"",""動詞"",""しん"",""known""
""よ"",""助詞"",""よん"",""known""
""わ"",""助詞"",""わん"",""known""
""から"",""助詞"",""から"",""known""
""より"",""助詞"",""より"",""known""
""など"",""助詞"",""など"",""known""
""まで"",""助詞"",""まで"",""known""
""だけ"",""助詞"",""だけ"",""known""
""こそ"",""助詞"",""こそ"",""known""
""てん"",""助詞"",""てん"",""known""
""ねん"",""助詞"",""ねん"",""known""
""たら"",""助詞"",""たら"",""known""
""から"",""助詞"",""から"",""known""
""けれど"",""助詞"",""けど"",""known""
""駅"",""名詞"",""えき"",""known""
""訳"",""名詞"",""やく"",""known""
""道"",""名詞"",""みち"",""known""
""虹"",""名詞"",""にじ"",""known""
""庭"",""名詞"",""にわ"",""known""
""家"",""名詞"",""うち"",""known""
""姉"",""名詞"",""あね"",""known""
""兄"",""名詞"",""あに"",""known""
""息"",""名詞"",""いき"",""known""
""癩"",""名詞"",""らい"",""known""
""腱"",""名詞"",""けん"",""known""
""奥"",""名詞"",""おく"",""known""
""滓"",""名詞"",""かす"",""known""
""角"",""名詞"",""かど"",""known""
""感"",""名詞"",""かん"",""known""
""顎"",""名詞"",""がく"",""known""
""爺"",""名詞"",""じい"",""known""
""側"",""名詞"",""そば"",""known""
""象"",""名詞"",""ぞう"",""known""
""第"",""名詞"",""だい"",""known""
""否"",""名詞"",""いな"",""known""
""兄"",""名詞"",""にい"",""known""
""姉"",""名詞"",""ねえ"",""known""
""喉"",""名詞"",""のど"",""known""
""婆"",""名詞"",""ばあ"",""known""
""嘘"",""名詞"",""うそ"",""known""
""瓶"",""名詞"",""びん"",""known""
""海"",""名詞"",""うみ"",""known""
""方"",""名詞"",""ほう"",""known""
""瓜"",""名詞"",""うり"",""known""
""窓"",""名詞"",""まど"",""known""
""物"",""名詞"",""もん"",""known""
""猫"",""名詞"",""ねこ"",""known""
""店"",""名詞"",""みせ"",""known""
""夢"",""名詞"",""ゆめ"",""known""
""鉤"",""名詞"",""かぎ"",""known""
""嵩"",""名詞"",""かさ"",""known""
""塵"",""名詞"",""ごみ"",""known""
""次"",""名詞"",""つぎ"",""known""
""熱"",""名詞"",""ねつ"",""known""
""歌"",""名詞"",""うた"",""known""
""馬"",""名詞"",""うま"",""known""
""鍵"",""名詞"",""かぎ"",""known""
""陣"",""名詞"",""じん"",""known""
""役"",""名詞"",""やく"",""known""
""鉄"",""名詞"",""てつ"",""known""
""妻"",""名詞"",""つま"",""known""
""寺"",""名詞"",""てら"",""known""
""顔"",""名詞"",""かお"",""known""
""国"",""名詞"",""くに"",""known""
""棚"",""名詞"",""たな"",""known""
""端"",""名詞"",""はし"",""known""
""人"",""名詞"",""ひと"",""known""
""汁"",""名詞"",""しる"",""known""
""鮒"",""名詞"",""ふな"",""known""
""鮭"",""名詞"",""さけ"",""known""
""箸"",""名詞"",""はし"",""known""
""船"",""名詞"",""ふね"",""known""
""紙"",""名詞"",""かみ"",""known""
""靴"",""名詞"",""くつ"",""known""
""潮"",""名詞"",""しお"",""known""
""服"",""名詞"",""ふく"",""known""
""髪"",""名詞"",""かみ"",""known""
""事"",""名詞"",""こと"",""known""
""箱"",""名詞"",""はこ"",""known""
""椅子"",""名詞"",""いす"",""known""
""伯父"",""名詞"",""おっ"",""known""
""風邪"",""名詞"",""かぜ"",""known""
""ねた"",""名詞"",""ねた"",""known""
""有り"",""名詞"",""アリ"",""known""
""茱萸"",""名詞"",""ぐみ"",""known""
""さら"",""名詞"",""さら"",""known""
""地図"",""名詞"",""ちず"",""known""
""鼻鼻"",""名詞"",""はな"",""known""
""ゆき"",""名詞"",""ゆき"",""known""
""部屋"",""名詞"",""へや"",""known""
""寿司"",""名詞"",""すし"",""known""
""風呂"",""名詞"",""ふろ"",""known""
""罌粟"",""名詞"",""けし"",""known""
""釣り"",""名詞"",""つり"",""known""
""甲斐"",""名詞"",""かい"",""known""
""獅子"",""名詞"",""じし"",""known""
""ビル-building"",""名詞"",""ビル"",""known""
""バス-bus"",""名詞"",""バス"",""known""
""ドア-door"",""名詞"",""ドア"",""known""
""ゴム-gom"",""名詞"",""ゴム"",""known""
""パン-pao"",""名詞"",""パン"",""known""
""ペン-pen"",""名詞"",""ペン"",""known""
""ロボ-robot"",""名詞"",""ロボ"",""known""
""ビザ-visa"",""名詞"",""ビザ"",""known""
""ＬａＬａ"",""名詞"",""ララ"",""known""
""所"",""名詞"",""とこ"",""known""
""喫茶"",""名詞"",""喫茶"",""known""
""漢字"",""名詞"",""漢字"",""known""
""後ろ"",""名詞"",""後ろ"",""known""
""電気"",""名詞"",""電気"",""known""
""花火"",""名詞"",""花火"",""known""
""休み"",""名詞"",""休み"",""known""
""花見"",""名詞"",""花見"",""known""
""エアー-air"",""名詞"",""エア"",""known""
""電車"",""名詞"",""電車"",""known""
""幹線"",""名詞"",""幹線"",""known""
""学生"",""名詞"",""学生"",""known""
""学校"",""名詞"",""学校"",""known""
""高校"",""名詞"",""高校"",""known""
""紅茶"",""名詞"",""紅茶"",""known""
""大学"",""名詞"",""大学"",""known""
""友達"",""名詞"",""友達"",""known""
""本当"",""名詞"",""本当"",""known""
""日光"",""名詞"",""日光"",""known""
""先生"",""名詞"",""先生"",""known""
""会社"",""名詞"",""会社"",""known""
""牛丼"",""名詞"",""牛丼"",""known""
""特急"",""名詞"",""特急"",""known""
""ケン"",""名詞"",""けん"",""known""
""マツ"",""名詞"",""まつ"",""known""
""タイ-Thailand"",""名詞"",""タイ"",""known""
""ヤマダ"",""名詞"",""山田"",""known""
""タナカ"",""名詞"",""田中"",""known""
""日本"",""名詞"",""日本"",""known""
""アリ"",""名詞"",""アリ"",""known""
""チバ"",""名詞"",""千葉"",""known""
""ナラ"",""名詞"",""奈良"",""known""
""フジ"",""名詞"",""富士"",""known""
""アン-Anne"",""名詞"",""アン"",""known""
""トム-Thom"",""名詞"",""トム"",""known""
""ギンザ"",""名詞"",""銀座"",""known""
""シブヤ"",""名詞"",""渋谷"",""known""
""ウエノ"",""名詞"",""上野"",""known""
""ハネダ"",""名詞"",""羽田"",""known""
""コウベ"",""名詞"",""神戸"",""known""
""ナリタ"",""名詞"",""成田"",""known""
""ヨコハマ"",""名詞"",""横浜"",""known""
""オオサカ"",""名詞"",""大阪"",""known""
""オキナワ"",""名詞"",""沖縄"",""known""
""アサクサ"",""名詞"",""浅草"",""known""
""カマクラ"",""名詞"",""鎌倉"",""known""
""サッポロ"",""名詞"",""札幌"",""known""
""ヒロシマ"",""名詞"",""広島"",""known""
""キョウト"",""名詞"",""京都"",""known""
""センダイ"",""名詞"",""仙台"",""known""
""カナザワ"",""名詞"",""金沢"",""known""
""ナガサキ"",""名詞"",""長崎"",""known""
""フクオカ"",""名詞"",""福岡"",""known""
""シンジュク"",""名詞"",""新宿"",""known""
""トウキョウ"",""名詞"",""東京"",""known""
""皆"",""名詞"",""みな"",""known""
""直"",""名詞"",""じき"",""known""
""内"",""名詞"",""うち"",""known""
""他"",""名詞"",""ほか"",""known""
""後"",""名詞"",""あと"",""known""
""前"",""名詞"",""まえ"",""known""
""秋"",""名詞"",""あき"",""known""
""夜"",""名詞"",""よる"",""known""
""今"",""名詞"",""いま"",""known""
""夏"",""名詞"",""なつ"",""known""
""昼"",""名詞"",""ひる"",""known""
""冬"",""名詞"",""ふゆ"",""known""
""頃"",""名詞"",""ごろ"",""known""
""時"",""名詞"",""とき"",""known""
""意味"",""名詞"",""いみ"",""known""
""今朝"",""名詞"",""けさ"",""known""
""午後"",""名詞"",""ごご"",""known""
""世話"",""名詞"",""せわ"",""known""
""土曜"",""名詞"",""土曜"",""known""
""二人"",""名詞"",""二人"",""known""
""仕事"",""名詞"",""仕事"",""known""
""電話"",""名詞"",""電話"",""known""
""一人"",""名詞"",""一人"",""known""
""急行"",""名詞"",""急行"",""known""
""番"",""名詞"",""ばん"",""known""
""回"",""名詞"",""かい"",""known""
""暇"",""名詞"",""ひま"",""known""
""悪"",""名詞"",""わる"",""known""
""社"",""名詞"",""しゃ"",""known""
""月"",""名詞"",""げつ"",""known""
""方"",""名詞"",""かた"",""known""
""無駄"",""名詞"",""むだ"",""known""
""無私"",""名詞"",""むし"",""known""
""無理"",""名詞"",""むり"",""known""
""駄目"",""名詞"",""だめ"",""known""
""ドル-dollar"",""名詞"",""ドル"",""known""
""箇月"",""名詞"",""か月"",""known""
""時間"",""名詞"",""時間"",""known""
""元気"",""名詞"",""元気"",""known""
""週間"",""名詞"",""週間"",""known""
""下手"",""名詞"",""へた"",""known""
""行く"",""動詞"",""いき"",""known""
""行く"",""動詞"",""いく"",""known""
""行く"",""動詞"",""いけ"",""known""
""行く"",""動詞"",""行き"",""known""
""行く"",""動詞"",""行く"",""known""
""置く"",""動詞"",""おき"",""known""
""置く"",""動詞"",""おく"",""known""
""置く"",""動詞"",""おく"",""known""
""居る"",""動詞"",""おり"",""known""
""出す"",""動詞"",""出し"",""known""
""出す"",""動詞"",""出す"",""known""
""成る"",""動詞"",""なり"",""known""
""成る"",""動詞"",""なる"",""known""
""有る"",""動詞"",""あり"",""known""
""有る"",""動詞"",""ある"",""known""
""付く"",""動詞"",""つか"",""known""
""切る"",""動詞"",""きり"",""known""
""切る"",""動詞"",""きる"",""known""
""行く"",""動詞"",""いっ"",""known""
""行く"",""動詞"",""行っ"",""known""
""遣る"",""動詞"",""やっ"",""known""
""有る"",""動詞"",""あっ"",""known""
""切る"",""動詞"",""きっ"",""known""
""居る"",""動詞"",""いる"",""known""
""見る"",""動詞"",""見る"",""known""
""上げる"",""動詞"",""あげ"",""known""
""呉れる"",""動詞"",""くれ"",""known""
""見せる"",""動詞"",""見せ"",""known""
""出来る"",""動詞"",""でき"",""known""
""掛ける"",""動詞"",""かけ"",""known""
""付ける"",""動詞"",""つけ"",""known""
""為る"",""動詞"",""する"",""known""
""為る"",""動詞"",""する"",""known""
""来る"",""動詞"",""くる"",""known""
""来る"",""動詞"",""来る"",""known""
""で"",""接続詞"",""んで"",""known""
""で"",""接続詞"",""じゃ"",""known""
""又"",""接続詞"",""また"",""known""
""彼"",""代名詞"",""かれ"",""known""
""誰"",""代名詞"",""だれ"",""known""
""何"",""代名詞"",""なん"",""known""
""僕-代名詞"",""代名詞"",""ぼく"",""known""
""わし"",""代名詞"",""わし"",""known""
""彼の"",""連体詞"",""あの"",""known""
""此処"",""代名詞"",""ここ"",""known""
""彼れ"",""代名詞"",""あれ"",""known""
""此の"",""連体詞"",""この"",""known""
""此の"",""連体詞"",""こん"",""known""
""此れ"",""代名詞"",""これ"",""known""
""其処"",""代名詞"",""そこ"",""known""
""其の"",""連体詞"",""その"",""known""
""其れ"",""代名詞"",""それ"",""known""
""其れ"",""代名詞"",""ほん"",""known""
""且つ"",""接続詞"",""かつ"",""known""
""何時"",""代名詞"",""いつ"",""known""
""何処"",""代名詞"",""どこ"",""known""
""何の"",""連体詞"",""どの"",""known""
""何れ"",""代名詞"",""どれ"",""known""
""しち"",""接頭辞"",""しち"",""known""
""小"",""接頭辞"",""しょ"",""known""
""はる"",""助動詞"",""はる"",""known""
""つう"",""助動詞"",""つう"",""known""
""た"",""助動詞"",""たら"",""known""
""だ"",""助動詞"",""じゃ"",""known""
""ます"",""助動詞"",""ませ"",""known""
""です"",""助動詞"",""でし"",""known""
""です"",""助動詞"",""です"",""known""
""てる"",""助動詞"",""てる"",""known""
""ない"",""助動詞"",""ない"",""known""
""たい"",""助動詞"",""たい"",""known""
""たい"",""助動詞"",""たい"",""known""
""ます"",""助動詞"",""ませ"",""known""
""ます"",""助動詞"",""まし"",""known""
""ます"",""助動詞"",""ます"",""known""
""ます"",""助動詞"",""まつ"",""known""
""です"",""助動詞"",""しょ"",""known""
""あれ"",""感動詞"",""あれ"",""known""
""へえ"",""感動詞"",""へえ"",""known""
""くう"",""感動詞"",""くう"",""known""
""ええ"",""感動詞"",""ええ"",""known""
""えっ"",""感動詞"",""えっ"",""known""
""わあ"",""感動詞"",""わあ"",""known""
""おい"",""感動詞"",""おい"",""known""
""あっ"",""感動詞"",""あっ"",""known""
""さあ"",""感動詞"",""さあ"",""known""
""どれ"",""感動詞"",""どれ"",""known""
""はい"",""感動詞"",""はい"",""known""
""好き"",""形状詞"",""好き"",""known""
""低い"",""形容詞"",""ひく"",""known""
""旨い"",""形容詞"",""うま"",""known""
""はくい"",""形容詞"",""はく"",""known""
""多い"",""形容詞"",""多い"",""known""
""安い"",""形容詞"",""安い"",""known""
""安い"",""形容詞"",""安い"",""known""
""長い"",""形容詞"",""長い"",""known""
""古い"",""形容詞"",""古い"",""known""
""暗い"",""形容詞"",""暗い"",""known""
""高い"",""形容詞"",""高い"",""known""
""ばむ"",""接尾辞"",""ばん"",""known""
""園"",""接尾辞"",""えん"",""known""
""腫"",""接尾辞"",""しゅ"",""known""
""館"",""接尾辞"",""かん"",""known""
