""道"",""名詞"",""道"",""known""
""虫"",""名詞"",""虫"",""known""
""枝"",""名詞"",""枝"",""known""
""味"",""名詞"",""味"",""known""
""首"",""名詞"",""首"",""known""
""西"",""名詞"",""西"",""known""
""庭"",""名詞"",""庭"",""known""
""風"",""名詞"",""風"",""known""
""下"",""名詞"",""下"",""known""
""兄"",""名詞"",""兄"",""known""
""青"",""名詞"",""青"",""known""
""半"",""名詞"",""半"",""known""
""赤"",""名詞"",""赤"",""known""
""麦"",""名詞"",""麦"",""known""
""門"",""名詞"",""門"",""known""
""円"",""名詞"",""円"",""known""
""母"",""名詞"",""母"",""known""
""数"",""名詞"",""数"",""known""
""雨"",""名詞"",""雨"",""known""
""席"",""名詞"",""席"",""known""
""外"",""名詞"",""外"",""known""
""父"",""名詞"",""父"",""known""
""道"",""名詞"",""道"",""known""
""兄"",""名詞"",""兄"",""known""
""姉"",""名詞"",""姉"",""known""
""海"",""名詞"",""海"",""known""
""米"",""名詞"",""米"",""known""
""窓"",""名詞"",""窓"",""known""
""英"",""名詞"",""英"",""known""
""猫"",""名詞"",""猫"",""known""
""弁"",""名詞"",""弁"",""known""
""店"",""名詞"",""店"",""known""
""耳"",""名詞"",""耳"",""known""
""雪"",""名詞"",""雪"",""known""
""指"",""名詞"",""指"",""known""
""音"",""名詞"",""音"",""known""
""家"",""名詞"",""家"",""known""
""池"",""名詞"",""池"",""known""
""犬"",""名詞"",""犬"",""known""
""次"",""名詞"",""次"",""known""
""波"",""名詞"",""波"",""known""
""肉"",""名詞"",""肉"",""known""
""熱"",""名詞"",""熱"",""known""
""町"",""名詞"",""町"",""known""
""足"",""名詞"",""足"",""known""
""色"",""名詞"",""色"",""known""
""便"",""名詞"",""便"",""known""
""文"",""名詞"",""文"",""known""
""役"",""名詞"",""役"",""known""
""宅"",""名詞"",""宅"",""known""
""妻"",""名詞"",""妻"",""known""
""寺"",""名詞"",""寺"",""known""
""顔"",""名詞"",""顔"",""known""
""金"",""名詞"",""金"",""known""
""国"",""名詞"",""国"",""known""
""酒"",""名詞"",""酒"",""known""
""城"",""名詞"",""城"",""known""
""茶"",""名詞"",""茶"",""known""
""鳥"",""名詞"",""鳥"",""known""
""人"",""名詞"",""人"",""known""
""星"",""名詞"",""星"",""known""
""肩"",""名詞"",""肩"",""known""
""雲"",""名詞"",""雲"",""known""
""空"",""名詞"",""空"",""known""
""会"",""名詞"",""会"",""known""
""黒"",""名詞"",""黒"",""known""
""声"",""名詞"",""声"",""known""
""白"",""名詞"",""白"",""known""
""船"",""名詞"",""船"",""known""
""本"",""名詞"",""本"",""known""
""川"",""名詞"",""川"",""known""
""米"",""名詞"",""米"",""known""
""花"",""名詞"",""花"",""known""
""服"",""名詞"",""服"",""known""
""骨"",""名詞"",""骨"",""known""
""髪"",""名詞"",""髪"",""known""
""島"",""名詞"",""島"",""known""
""県"",""名詞"",""県"",""known""
""口"",""名詞"",""口"",""known""
""事"",""名詞"",""事"",""known""
""箱"",""名詞"",""箱"",""known""
""曲"",""名詞"",""曲"",""known""
""東"",""名詞"",""東"",""known""
""頭"",""名詞"",""頭"",""known""
""港"",""名詞"",""港"",""known""
""南"",""名詞"",""南"",""known""
""夫"",""名詞"",""夫"",""known""
""体"",""名詞"",""体"",""known""
""煙"",""名詞"",""煙"",""known""
""左"",""名詞"",""左"",""known""
""表"",""名詞"",""表"",""known""
""量"",""名詞"",""量"",""known""
""女"",""名詞"",""女"",""known""
""光"",""名詞"",""光"",""known""
""客"",""名詞"",""客"",""known""
""林"",""名詞"",""林"",""known""
""形"",""名詞"",""形"",""known""
""薬"",""名詞"",""薬"",""known""
""車"",""名詞"",""車"",""known""
""魚"",""名詞"",""魚"",""known""
""力"",""名詞"",""力"",""known""
""湖"",""名詞"",""湖"",""known""
""弟"",""名詞"",""弟"",""known""
""妹"",""名詞"",""妹"",""known""
""モリ"",""名詞"",""森"",""known""
""日"",""名詞"",""日"",""known""
""日"",""名詞"",""び"",""known""
""晩"",""名詞"",""晩"",""known""
""上"",""名詞"",""上"",""known""
""物"",""名詞"",""物"",""known""
""内"",""名詞"",""内"",""known""
""先"",""名詞"",""先"",""known""
""前"",""名詞"",""前"",""known""
""秋"",""名詞"",""秋"",""known""
""夜"",""名詞"",""夜"",""known""
""朝"",""名詞"",""朝"",""known""
""今"",""名詞"",""今"",""known""
""春"",""名詞"",""春"",""known""
""中"",""名詞"",""中"",""known""
""実"",""名詞"",""実"",""known""
""夏"",""名詞"",""夏"",""known""
""冬"",""名詞"",""冬"",""known""
""年"",""名詞"",""年"",""known""
""間"",""名詞"",""間"",""known""
""心"",""名詞"",""心"",""known""
""話"",""名詞"",""話"",""known""
""度"",""名詞"",""度"",""known""
""度"",""名詞"",""ど"",""known""
""機"",""名詞"",""機"",""known""
""間"",""名詞"",""間"",""known""
""部"",""名詞"",""部"",""known""
""時"",""名詞"",""時"",""known""
""時"",""名詞"",""じ"",""known""
""手"",""名詞"",""手"",""known""
""台"",""名詞"",""台"",""known""
""番"",""名詞"",""番"",""known""
""回"",""名詞"",""回"",""known""
""年"",""名詞"",""年"",""known""
""生"",""名詞"",""生"",""known""
""楽"",""名詞"",""楽"",""known""
""倍"",""名詞"",""倍"",""known""
""社"",""名詞"",""社"",""known""
""日"",""名詞"",""日"",""known""
""月"",""名詞"",""月"",""known""
""階"",""名詞"",""階"",""known""
""点"",""名詞"",""点"",""known""
""体"",""名詞"",""体"",""known""
""皿"",""名詞"",""皿"",""known""
""月"",""名詞"",""月"",""known""
""方"",""名詞"",""方"",""known""
""杯"",""名詞"",""杯"",""known""
""泊"",""名詞"",""泊"",""known""
""分"",""名詞"",""分"",""known""
""円-助数詞"",""名詞"",""円"",""known""
""急"",""名詞"",""急"",""known""
""局"",""名詞"",""局"",""known""
""週"",""名詞"",""週"",""known""
""居る"",""動詞"",""い"",""known""
""居る"",""動詞"",""い"",""known""
""見る"",""動詞"",""み"",""known""
""見る"",""動詞"",""見"",""known""
""見る"",""動詞"",""診"",""known""
""得る"",""動詞"",""え"",""known""
""為る"",""動詞"",""さ"",""known""
""為る"",""動詞"",""せ"",""known""
""為る"",""動詞"",""し"",""known""
""為る"",""動詞"",""し"",""known""
""為る"",""動詞"",""す"",""known""
""来る"",""動詞"",""き"",""known""
""来る"",""動詞"",""来"",""known""
""で"",""接続詞"",""て"",""known""
""で"",""接続詞"",""で"",""known""
""御"",""接頭辞"",""ご"",""known""
""御"",""接頭辞"",""お"",""known""
""真"",""接頭辞"",""真"",""known""
""何"",""代名詞"",""何"",""known""
""彼"",""代名詞"",""彼"",""known""
""各"",""接頭辞"",""各"",""known""
""今"",""接頭辞"",""今"",""known""
""諸"",""接頭辞"",""諸"",""known""
""新"",""接頭辞"",""新"",""known""
""小"",""接頭辞"",""小"",""known""
""中"",""接頭辞"",""中"",""known""
""私-代名詞"",""代名詞"",""私"",""known""
""だ"",""助動詞"",""に"",""known""
""た"",""助動詞"",""た"",""known""
""た"",""助動詞"",""た"",""known""
""や"",""助動詞"",""や"",""known""
""だ"",""助動詞"",""で"",""known""
""だ"",""助動詞"",""だ"",""known""
""だ"",""助動詞"",""な"",""known""
""た"",""助動詞"",""だ"",""known""
""た"",""助動詞"",""だ"",""known""
""ず"",""助動詞"",""ぬ"",""known""
""ず"",""助動詞"",""ん"",""known""
""です"",""助動詞"",""す"",""known""
""てる"",""助動詞"",""て"",""known""
""れる"",""助動詞"",""れ"",""known""
""せる"",""助動詞"",""せ"",""known""
""れる"",""助動詞"",""ん"",""known""
""き"",""助動詞"",""き"",""known""
""ふ"",""感動詞"",""ふ"",""known""
""嫌"",""形状詞"",""や"",""known""
""いや"",""感動詞"",""や"",""known""
""えっ"",""感動詞"",""え"",""known""
""あっ"",""感動詞"",""あ"",""known""
""ひい"",""感動詞"",""ひ"",""known""
""おっ"",""感動詞"",""お"",""known""
""んっ"",""感動詞"",""ん"",""known""
""はあ"",""感動詞"",""は"",""known""
""重い"",""形容詞"",""重"",""known""
""長い"",""形容詞"",""長"",""known""
""広い"",""形容詞"",""広"",""known""
""高い"",""形容詞"",""高"",""known""
""強い"",""形容詞"",""強"",""known""
""早い"",""形容詞"",""速"",""known""
""等"",""接尾辞"",""ら"",""known""
""庫"",""接尾辞"",""庫"",""known""
""さ"",""接尾辞"",""さ"",""known""
""史"",""接尾辞"",""史"",""known""
""士"",""接尾辞"",""士"",""known""
""位"",""接尾辞"",""位"",""known""
""目"",""接尾辞"",""目"",""known""
""屋"",""接尾辞"",""や"",""known""
""屋"",""接尾辞"",""屋"",""known""
""家"",""接尾辞"",""家"",""known""
""御"",""接尾辞"",""ご"",""known""
""師"",""接尾辞"",""師"",""known""
""師"",""接尾辞"",""じ"",""known""
""園"",""接尾辞"",""園"",""known""
""館"",""接尾辞"",""館"",""known""
""手"",""接尾辞"",""手"",""known""
""人"",""接尾辞"",""人"",""known""
""生"",""接尾辞"",""生"",""known""
""店"",""接尾辞"",""店"",""known""
""冊"",""接尾辞"",""冊"",""known""
""員"",""接尾辞"",""員"",""known""
""院"",""接尾辞"",""院"",""known""
""代"",""接尾辞"",""代"",""known""
""物"",""接尾辞"",""物"",""known""
""停"",""接尾辞"",""停"",""known""
""形"",""接尾辞"",""形"",""known""
""計"",""接尾辞"",""計"",""known""
""書"",""接尾辞"",""書"",""known""
""製"",""接尾辞"",""製"",""known""
""鉄"",""接尾辞"",""鉄"",""known""
""人"",""接尾辞"",""人"",""known""
""室"",""接尾辞"",""室"",""known""
""学"",""接尾辞"",""学"",""known""
""軒"",""接尾辞"",""軒"",""known""
""国"",""接尾辞"",""国"",""known""
""者"",""接尾辞"",""者"",""known""
""車"",""接尾辞"",""車"",""known""
""方"",""接尾辞"",""方"",""known""
""所"",""接尾辞"",""所"",""known""
""品"",""接尾辞"",""品"",""known""
""大-大学"",""接尾辞"",""大"",""known""
""っこ"",""接尾辞"",""こ"",""known""
""証"",""接尾辞"",""証"",""known""
""場"",""接尾辞"",""場"",""known""
""状"",""接尾辞"",""状"",""known""
""個"",""接尾辞"",""個"",""known""
""次"",""接尾辞"",""次"",""known""
""つ"",""接尾辞"",""つ"",""known""
""日"",""接尾辞"",""日"",""known""
""枚"",""接尾辞"",""枚"",""known""
""歳"",""接尾辞"",""歳"",""known""
""匹"",""接尾辞"",""匹"",""known""
""本"",""接尾辞"",""本"",""known""
""化"",""接尾辞"",""化"",""known""
""中"",""接尾辞"",""中"",""known""
""上"",""接尾辞"",""上"",""known""
""中"",""接尾辞"",""中"",""known""
""気"",""接尾辞"",""げ"",""known""
""的"",""接尾辞"",""的"",""known""
""んー"",""感動詞"",""ん"",""known""
""えー"",""感動詞"",""え"",""known""
""あー"",""感動詞"",""あ"",""known""
""いー"",""感動詞"",""い"",""known""
""まー"",""感動詞"",""ま"",""known""
""良い"",""形容詞"",""よ"",""known""
""良い"",""形容詞"",""い"",""known""
""～"",""補助記号"",""～"",""known""
""！"",""補助記号"",""！"",""known""
""／"",""補助記号"",""／"",""known""
""："",""補助記号"",""："",""known""
""？"",""補助記号"",""？"",""known""
""ー"",""補助記号"",""ー"",""known""
""、"",""補助記号"",""、"",""known""
""。"",""補助記号"",""。"",""known""
""【"",""補助記号"",""【"",""known""
""】"",""補助記号"",""】"",""known""
""＜"",""補助記号"",""＜"",""known""
""＞"",""補助記号"",""＞"",""known""
""「"",""補助記号"",""「"",""known""
""」"",""補助記号"",""」"",""known""
""又"",""副詞"",""また"",""known""
""豈"",""副詞"",""あに"",""known""
""もう"",""副詞"",""もう"",""known""
""こう"",""副詞"",""こう"",""known""
""ぶっ"",""副詞"",""ぶっ"",""known""
""すう"",""副詞"",""すう"",""known""
""若し"",""副詞"",""もし"",""known""
""良く"",""副詞"",""よく"",""known""
""斯く"",""副詞"",""かく"",""known""
""かん"",""副詞"",""カン"",""known""
""直ぐ"",""副詞"",""すぐ"",""known""
""是非"",""副詞"",""ぜひ"",""known""
""そう"",""副詞"",""そう"",""known""
""ちん"",""副詞"",""ちん"",""known""
""でん"",""副詞"",""でん"",""known""
""くう"",""副詞"",""くう"",""known""
""どう"",""副詞"",""どう"",""known""
""はた"",""副詞"",""はた"",""known""
""びん"",""副詞"",""びん"",""known""
""ばん"",""副詞"",""ばん"",""known""
""ぶつ"",""副詞"",""ぶつ"",""known""
""先ず"",""副詞"",""まず"",""known""
""未だ"",""副詞"",""まだ"",""known""
""きん"",""副詞"",""きん"",""known""
""どく"",""副詞"",""どく"",""known""
""ちか"",""副詞"",""ちか"",""known""
""ごし"",""副詞"",""ごし"",""known""
""うる"",""副詞"",""うる"",""known""
""ぬる"",""副詞"",""ぬる"",""known""
""ごさ"",""副詞"",""ごさ"",""known""
""特に"",""副詞"",""特に"",""known""
""少し"",""副詞"",""少し"",""known""
""しゅっ"",""副詞"",""しゅ"",""known""
""一番"",""副詞"",""一番"",""known""
""直接"",""副詞"",""直接"",""known""
""八"",""名詞"",""よう"",""known""
""零"",""名詞"",""れい"",""known""
""幾"",""名詞"",""いく"",""known""
""一"",""名詞"",""いち"",""known""
""六"",""名詞"",""ろく"",""known""
""八"",""名詞"",""はち"",""known""
""二十"",""名詞"",""二十"",""known""
""ゼロ-zero"",""名詞"",""ゼロ"",""known""
""持つ"",""動詞"",""もて"",""known""
""着く"",""動詞"",""着き"",""known""
""着く"",""動詞"",""着く"",""known""
""吹く"",""動詞"",""吹く"",""known""
""寄る"",""動詞"",""寄り"",""known""
""寄る"",""動詞"",""寄る"",""known""
""押す"",""動詞"",""おし"",""known""
""押す"",""動詞"",""おす"",""known""
""押す"",""動詞"",""押し"",""known""
""押す"",""動詞"",""押す"",""known""
""聞く"",""動詞"",""きき"",""known""
""聞く"",""動詞"",""聞き"",""known""
""聞く"",""動詞"",""聞く"",""known""
""死ぬ"",""動詞"",""死ぬ"",""known""
""知る"",""動詞"",""しり"",""known""
""知る"",""動詞"",""知ら"",""known""
""知る"",""動詞"",""知り"",""known""
""足す"",""動詞"",""足す"",""known""
""泣く"",""動詞"",""泣く"",""known""
""要る"",""動詞"",""いり"",""known""
""焼く"",""動詞"",""焼き"",""known""
""焼く"",""動詞"",""焼く"",""known""
""止む"",""動詞"",""やむ"",""known""
""呼ぶ"",""動詞"",""よび"",""known""
""呼ぶ"",""動詞"",""よぶ"",""known""
""因る"",""動詞"",""より"",""known""
""因る"",""動詞"",""よる"",""known""
""沸く"",""動詞"",""わく"",""known""
""空く"",""動詞"",""空く"",""known""
""利く"",""動詞"",""きく"",""known""
""消す"",""動詞"",""けし"",""known""
""消す"",""動詞"",""けす"",""known""
""消す"",""動詞"",""消し"",""known""
""消す"",""動詞"",""消す"",""known""
""咲く"",""動詞"",""咲く"",""known""
""擤む"",""動詞"",""かみ"",""known""
""擤む"",""動詞"",""かむ"",""known""
""空く"",""動詞"",""すき"",""known""
""空く"",""動詞"",""すく"",""known""
""足る"",""動詞"",""たり"",""known""
""吊る"",""動詞"",""つる"",""known""
""鳴る"",""動詞"",""鳴り"",""known""
""鳴る"",""動詞"",""鳴る"",""known""
""塗る"",""動詞"",""ぬり"",""known""
""乗る"",""動詞"",""のり"",""known""
""乗る"",""動詞"",""のる"",""known""
""乗る"",""動詞"",""乗る"",""known""
""履く"",""動詞"",""はき"",""known""
""拭く"",""動詞"",""ふく"",""known""
""踏む"",""動詞"",""ふま"",""known""
""減る"",""動詞"",""へる"",""known""
""売る"",""動詞"",""うり"",""known""
""売る"",""動詞"",""売る"",""known""
""持つ"",""動詞"",""もち"",""known""
""持つ"",""動詞"",""もつ"",""known""
""読む"",""動詞"",""読ま"",""known""
""読む"",""動詞"",""読み"",""known""
""読む"",""動詞"",""読む"",""known""
""於く"",""動詞"",""おき"",""known""
""折る"",""動詞"",""折り"",""known""
""折る"",""動詞"",""折る"",""known""
""掻く"",""動詞"",""かき"",""known""
""書く"",""動詞"",""書か"",""known""
""書く"",""動詞"",""書き"",""known""
""書く"",""動詞"",""書く"",""known""
""放る"",""動詞"",""ひる"",""known""
""勝つ"",""動詞"",""かち"",""known""
""勝つ"",""動詞"",""勝ち"",""known""
""勝つ"",""動詞"",""勝つ"",""known""
""噛む"",""動詞"",""かみ"",""known""
""噛む"",""動詞"",""かむ"",""known""
""住む"",""動詞"",""住み"",""known""
""済む"",""動詞"",""すみ"",""known""
""済む"",""動詞"",""すむ"",""known""
""経つ"",""動詞"",""たち"",""known""
""経つ"",""動詞"",""たつ"",""known""
""脱ぐ"",""動詞"",""ぬぎ"",""known""
""脱ぐ"",""動詞"",""ぬぐ"",""known""
""飲む"",""動詞"",""飲み"",""known""
""飲む"",""動詞"",""飲む"",""known""
""飲む"",""動詞"",""飲む"",""known""
""降る"",""動詞"",""降り"",""known""
""降る"",""動詞"",""降る"",""known""
""待つ"",""動詞"",""まち"",""known""
""待つ"",""動詞"",""待ち"",""known""
""待つ"",""動詞"",""待つ"",""known""
""貸す"",""動詞"",""かし"",""known""
""振る"",""動詞"",""ふり"",""known""
""振る"",""動詞"",""ふる"",""known""
""立つ"",""動詞"",""立ち"",""known""
""立つ"",""動詞"",""立つ"",""known""
""立つ"",""動詞"",""建ち"",""known""
""立つ"",""動詞"",""建つ"",""known""
""取る"",""動詞"",""とり"",""known""
""取る"",""動詞"",""とる"",""known""
""引く-他動詞"",""動詞"",""ひき"",""known""
""引く-他動詞"",""動詞"",""ひく"",""known""
""引く-他動詞"",""動詞"",""引く"",""known""
""差す-他動詞"",""動詞"",""さす"",""known""
""汚す"",""動詞"",""汚し"",""known""
""汚す"",""動詞"",""汚す"",""known""
""贈る"",""動詞"",""贈る"",""known""
""遊ぶ"",""動詞"",""遊び"",""known""
""遊ぶ"",""動詞"",""遊ぶ"",""known""
""進む"",""動詞"",""進む"",""known""
""座る"",""動詞"",""座る"",""known""
""並ぶ"",""動詞"",""並ぶ"",""known""
""運ぶ"",""動詞"",""運ぶ"",""known""
""回す"",""動詞"",""回し"",""known""
""回す"",""動詞"",""回す"",""known""
""返す"",""動詞"",""返し"",""known""
""返る"",""動詞"",""帰り"",""known""
""返る"",""動詞"",""帰る"",""known""
""返る"",""動詞"",""帰る"",""known""
""通る"",""動詞"",""通る"",""known""
""戻る"",""動詞"",""戻る"",""known""
""休む"",""動詞"",""休み"",""known""
""休む"",""動詞"",""休む"",""known""
""休む"",""動詞"",""休む"",""known""
""怒る"",""動詞"",""怒る"",""known""
""泳ぐ"",""動詞"",""泳ぎ"",""known""
""乾く"",""動詞"",""乾き"",""known""
""歩く"",""動詞"",""歩き"",""known""
""歩く"",""動詞"",""歩く"",""known""
""困る"",""動詞"",""困る"",""known""
""壊す"",""動詞"",""壊し"",""known""
""急ぐ"",""動詞"",""急ぐ"",""known""
""倒す"",""動詞"",""倒す"",""known""
""祈る"",""動詞"",""祈る"",""known""
""包む"",""動詞"",""包む"",""known""
""直る"",""動詞"",""直る"",""known""
""直る"",""動詞"",""治り"",""known""
""直る"",""動詞"",""治る"",""known""
""残す"",""動詞"",""残し"",""known""
""残す"",""動詞"",""残す"",""known""
""残る"",""動詞"",""残る"",""known""
""話す"",""動詞"",""話し"",""known""
""話す"",""動詞"",""話す"",""known""
""動く"",""動詞"",""動く"",""known""
""光る"",""動詞"",""光る"",""known""
""開く"",""動詞"",""開き"",""known""
""開く"",""動詞"",""開く"",""known""
""太る"",""動詞"",""太る"",""known""
""守る"",""動詞"",""守ら"",""known""
""守る"",""動詞"",""守る"",""known""
""入る"",""動詞"",""入ら"",""known""
""入る"",""動詞"",""入り"",""known""
""入る"",""動詞"",""入る"",""known""
""作る"",""動詞"",""作り"",""known""
""作る"",""動詞"",""作る"",""known""
""走る"",""動詞"",""走る"",""known""
""働く"",""動詞"",""働き"",""known""
""働く"",""動詞"",""働く"",""known""
""働く"",""動詞"",""働く"",""known""
""つく"",""動詞"",""つい"",""known""
""吹く"",""動詞"",""吹い"",""known""
""割る"",""動詞"",""わっ"",""known""
""聞く"",""動詞"",""聞い"",""known""
""知る"",""動詞"",""しっ"",""known""
""知る"",""動詞"",""知っ"",""known""
""泣く"",""動詞"",""泣い"",""known""
""空く"",""動詞"",""空い"",""known""
""咲く"",""動詞"",""咲い"",""known""
""空く"",""動詞"",""すい"",""known""
""鳴る"",""動詞"",""鳴っ"",""known""
""乗る"",""動詞"",""のっ"",""known""
""乗る"",""動詞"",""乗っ"",""known""
""履く"",""動詞"",""はい"",""known""
""減る"",""動詞"",""へっ"",""known""
""持つ"",""動詞"",""もっ"",""known""
""持つ"",""動詞"",""持っ"",""known""
""読む"",""動詞"",""読ん"",""known""
""於く"",""動詞"",""おい"",""known""
""折る"",""動詞"",""折っ"",""known""
""掻く"",""動詞"",""かい"",""known""
""書く"",""動詞"",""書い"",""known""
""放く"",""動詞"",""こい"",""known""
""住む"",""動詞"",""住ん"",""known""
""済む"",""動詞"",""すん"",""known""
""脱ぐ"",""動詞"",""ぬい"",""known""
""飲む"",""動詞"",""飲ん"",""known""
""食む"",""動詞"",""はん"",""known""
""打つ"",""動詞"",""うっ"",""known""
""降る"",""動詞"",""降っ"",""known""
""張る"",""動詞"",""はっ"",""known""
""立つ"",""動詞"",""立っ"",""known""
""取る"",""動詞"",""とっ"",""known""
""引く-他動詞"",""動詞"",""ひい"",""known""
""注ぐ"",""動詞"",""注い"",""known""
""贈る"",""動詞"",""贈っ"",""known""
""送る"",""動詞"",""送っ"",""known""
""進む"",""動詞"",""進ん"",""known""
""座る"",""動詞"",""座っ"",""known""
""並ぶ"",""動詞"",""並ん"",""known""
""運ぶ"",""動詞"",""運ん"",""known""
""返る"",""動詞"",""帰っ"",""known""
""歩く"",""動詞"",""歩い"",""known""
""困る"",""動詞"",""困っ"",""known""
""急ぐ"",""動詞"",""急い"",""known""
""祈る"",""動詞"",""祈っ"",""known""
""包む"",""動詞"",""包ん"",""known""
""直る"",""動詞"",""治っ"",""known""
""残る"",""動詞"",""残っ"",""known""
""動く"",""動詞"",""動い"",""known""
""光る"",""動詞"",""光っ"",""known""
""開く"",""動詞"",""開い"",""known""
""太る"",""動詞"",""太っ"",""known""
""入る"",""動詞"",""入っ"",""known""
""作る"",""動詞"",""作っ"",""known""
""走る"",""動詞"",""走っ"",""known""
""言う"",""動詞"",""いわ"",""known""
""言う"",""動詞"",""言わ"",""known""
""言う"",""動詞"",""言い"",""known""
""買う"",""動詞"",""買い"",""known""
""買う"",""動詞"",""買う"",""known""
""言う"",""動詞"",""ゆう"",""known""
""言う"",""動詞"",""言う"",""known""
""言う"",""動詞"",""いう"",""known""
